"22-06-2015";"Near Prime";"617193";"1";"NSW";"Application";"Application";"Direct";"1044000"
"22-06-2015";"Near Prime";"617194";"1";"SA";"Application";"Application";"Pepper";"640000"
"22-06-2015";"Near Prime";"617195";"1";"QLD";"Application";"Application";"Pepper";"297400"
"22-06-2015";"Near Prime";"617197";"1";"NSW";"Application";"Application";"White";"635400"
"22-06-2015";"Near Prime";"617198";"1";"NSW";"Application";"Application";"Direct";"584000"
"22-06-2015";"Near Prime";"617199";"1";"NSW";"Application";"Application";"Pepper";"430000"
"22-06-2015";"Near Prime";"617201";"1";"QLD";"Application";"Application";"Pepper";"280000"
"22-06-2015";"Near Prime";"617203";"1";"WA";"Application";"Application";"White";"491500"
"22-06-2015";"Near Prime";"617217";"1";"VIC";"Application";"Application";"White";"1250000"
"22-06-2015";"Near Prime";"617219";"1";"QLD";"Application";"Application";"Direct";"187800"
"22-06-2015";"Near Prime";"617222";"1";"VIC";"Application";"Application";"White";"277500"
"22-06-2015";"Near Prime";"617226";"1";"NSW";"Application";"Application";"Pepper";"444000"
"22-06-2015";"Near Prime";"617227";"1";"WA";"Application";"Application";"White";"178500"
"22-06-2015";"Near Prime";"617233";"1";"WA";"Application";"Application";"Pepper";"305000"
"22-06-2015";"Near Prime";"617234";"1";"VIC";"Application";"Application";"Pepper";"400000"
"22-06-2015";"Prime";"617202";"1";"NSW";"Application";"Application";"White";"364500"
"22-06-2015";"Prime";"617211";"1";"VIC";"Application";"Application";"Pepper";"416000"
"22-06-2015";"Prime";"617212";"2";"VIC";"Application";"Application";"Pepper";"320000"
"22-06-2015";"Prime";"617215";"2";"NSW";"Application";"Application";"White";"530000"
"22-06-2015";"Prime";"617218";"2";"SA";"Application";"Application";"Pepper";"444000"
"22-06-2015";"Prime";"617220";"1";"NSW";"Application";"Application";"Pepper";"335000"
"22-06-2015";"Prime";"617225";"1";"WA";"Application";"Application";"Pepper";"270500"
"22-06-2015";"Prime";"617230";"1";"WA";"Application";"Application";"Pepper";"476000"
"22-06-2015";"Specialist";"617187";"1";"QLD";"Application";"Application";"Direct";"428450"
"22-06-2015";"Specialist";"617200";"1";"NSW";"Application";"Application";"Pepper";"410000"
"22-06-2015";"Specialist";"617204";"1";"WA";"Application";"Application";"Pepper";"270000"
"22-06-2015";"Specialist";"617206";"oan";"VIC";"Application";"Application";"Pepper";"300000"
"22-06-2015";"Specialist";"617214";"1";"WA";"Application";"Application";"Pepper";"400000"
"22-06-2015";"Specialist";"617224";"1";"VIC";"Application";"Application";"Pepper";"990000"
"22-06-2015";"Specialist";"617229";"1";"QLD";"Application";"Application";"White";"440000"
"22-06-2015";"Specialist";"617232";"1";"SA";"Application";"Application";"Pepper";"160000"
"23-06-2015";"Near Prime";"617238";"1";"ACT";"Application";"Application";"White";"470500"
"23-06-2015";"Near Prime";"617241";"1";"NT";"Application";"Application";"Pepper";"433500"
"23-06-2015";"Near Prime";"617242";"1";"WA";"Application";"Application";"Direct";"304835"
"23-06-2015";"Near Prime";"617248";"1";"NSW";"Application";"Application";"White";"1080000"
"23-06-2015";"Near Prime";"617257";"1";"WA";"Application";"Application";"Pepper";"247000"
"23-06-2015";"Near Prime";"617261";"oan";"VIC";"Application";"Application";"Pepper";"747500"
"23-06-2015";"Near Prime";"617266";"2";"NSW";"Application";"Application";"Pepper";"340000"
"23-06-2015";"Near Prime";"617267";"1";"VIC";"Application";"Application";"Pepper";"215000"
"23-06-2015";"Near Prime";"617268";"1";"WA";"Application";"Application";"White";"320000"
"23-06-2015";"Prime";"617236";"1";"SA";"Application";"Application";"White";"430500"
"23-06-2015";"Prime";"617237";"1";"QLD";"Application";"Application";"White";"331000"
"23-06-2015";"Prime";"617239";"3";"NT";"Application";"Application";"Pepper";"1066500"
"23-06-2015";"Prime";"617249";"1";"WA";"Application";"Application";"White";"544000"
"23-06-2015";"Prime";"617252";"1";"NSW";"Application";"Application";"Direct";"135000"
"23-06-2015";"Prime";"617253";"1";"NSW";"Application";"Application";"White";"546250"
"23-06-2015";"Prime";"617255";"1";"QLD";"Application";"Application";"White";"293600"
"23-06-2015";"Prime";"617256";"1";"QLD";"Application";"Application";"White";"628400"
"23-06-2015";"Prime";"617269";"1";"QLD";"Application";"Application";"White";"245000"
"23-06-2015";"Specialist";"617235";"1";"VIC";"Application";"Application";"Pepper";"312000"
"23-06-2015";"Specialist";"617240";"1";"NSW";"Application";"Application";"White";"640000"
"23-06-2015";"Specialist";"617243";"1";"NSW";"Application";"Application";"Pepper";"700000"
"23-06-2015";"Specialist";"617244";"1";"ACT";"Application";"Application";"Pepper";"560000"
"23-06-2015";"Specialist";"617246";"1";"NSW";"Application";"Application";"Direct";"122735"
"23-06-2015";"Specialist";"617247";"2";"VIC";"Application";"Application";"Pepper";"683000"
"23-06-2015";"Specialist";"617250";"1";"VIC";"Application";"Application";"Pepper";"320000"
"23-06-2015";"Specialist";"617258";"1";"NSW";"Application";"Application";"Pepper";"318589"
"23-06-2015";"Specialist";"617260";"1";"NSW";"Application";"Application";"White";"450000"
"23-06-2015";"Specialist";"617262";"1";"VIC";"Application";"Application";"Pepper";"340000"
"23-06-2015";"Specialist";"617263";"1";"NT";"Application";"Application";"Pepper";"365000"
"23-06-2015";"Specialist";"617272";"1";"WA";"Application";"Application";"Pepper";"830000"
"23-06-2015";"Specialist";"617273";"1";"QLD";"Application";"Application";"Pepper";"360000"
"24-06-2015";"Near Prime";"617274";"1";"NSW";"Application";"Application";"Pepper";"500000"
"24-06-2015";"Near Prime";"617277";"1";"QLD";"Application";"Application";"White";"333000"
"24-06-2015";"Near Prime";"617279";"1";"WA";"Application";"Application";"Pepper";"410000"
"24-06-2015";"Near Prime";"617280";"1";"VIC";"Application";"Application";"Pepper";"384000"
"24-06-2015";"Near Prime";"617281";"2";"VIC";"Application";"Application";"Pepper";"1020000"
"24-06-2015";"Near Prime";"617284";"1";"QLD";"Application";"Application";"White";"540000"
"24-06-2015";"Near Prime";"617291";"2";"QLD";"Application";"Application";"Pepper";"417000"
"24-06-2015";"Near Prime";"617294";"1";"NSW";"Application";"Application";"Direct";"372916"
"24-06-2015";"Near Prime";"617295";"1";"TAS";"Application";"Application";"Pepper";"322000"
"24-06-2015";"Near Prime";"617296";"1";"NSW";"Application";"Application";"Pepper";"928000"
"24-06-2015";"Near Prime";"617297";"1";"NSW";"Application";"Application";"White";"330000"
"24-06-2015";"Near Prime";"617299";"1";"NSW";"Application";"Application";"Pepper";"840000"
"24-06-2015";"Near Prime";"617301";"3";"VIC";"Application";"Application";"White";"550000"
"24-06-2015";"Near Prime";"617302";"1";"NSW";"Application";"Application";"Pepper";"240000"
"24-06-2015";"Near Prime";"617305";"1";"QLD";"Application";"Application";"White";"296000"
"24-06-2015";"Near Prime";"617310";"1";"NSW";"Application";"Application";"Pepper";"512000"
"24-06-2015";"Near Prime";"617314";"1";"VIC";"Application";"Application";"White";"216000"
"24-06-2015";"Near Prime";"617318";"3";"VIC";"Application";"Application";"White";"910000"
"24-06-2015";"Near Prime";"617320";"1";"SA";"Application";"Application";"Pepper";"837000"
"24-06-2015";"Near Prime";"617323";"1";"NSW";"Application";"Application";"White";"260000"
"24-06-2015";"Prime";"617276";"1";"WA";"Application";"Application";"White";"316625"
"24-06-2015";"Prime";"617282";"1";"SA";"Application";"Application";"White";"380000"
"24-06-2015";"Prime";"617307";"1";"NSW";"Application";"Application";"Pepper";"600000"
"24-06-2015";"Prime";"617308";"1";"VIC";"Application";"Application";"White";"427000"
"24-06-2015";"Prime";"617309";"1";"NSW";"Application";"Application";"Pepper";"474000"
"24-06-2015";"Prime";"617311";"1";"QLD";"Application";"Application";"White";"260000"
"24-06-2015";"Prime";"617315";"1";"NSW";"Application";"Application";"White";"380000"
"24-06-2015";"Prime";"617316";"2";"WA";"Application";"Application";"Pepper";"785000"
"24-06-2015";"Prime";"617317";"1";"NSW";"Application";"Application";"White";"346500"
"24-06-2015";"Prime";"617319";"1";"VIC";"Application";"Application";"Pepper";"500678"
"24-06-2015";"Specialist";"617283";"1";"NSW";"Application";"Application";"Pepper";"464000"
"24-06-2015";"Specialist";"617285";"1";"NSW";"Application";"Application";"Pepper";"675000"
"24-06-2015";"Specialist";"617286";"1";"SA";"Application";"Application";"Pepper";"220320"
"24-06-2015";"Specialist";"617287";"2";"SA";"Application";"Application";"Pepper";"564000"
"24-06-2015";"Specialist";"617288";"1";"WA";"Application";"Application";"Pepper";"860000"
"24-06-2015";"Specialist";"617290";"1";"WA";"Application";"Application";"White";"400500"
"24-06-2015";"Specialist";"617292";"1";"NSW";"Application";"Application";"Pepper";"480000"
"24-06-2015";"Specialist";"617304";"1";"NSW";"Application";"Application";"White";"262000"
"24-06-2015";"Specialist";"617306";"1";"WA";"Application";"Application";"White";"560000"
"24-06-2015";"Specialist";"617312";"1";"NSW";"Application";"Application";"Pepper";"263000"
"24-06-2015";"Specialist";"617322";"1";"NSW";"Application";"Application";"Pepper";"880000"
"24-06-2015";"Specialist";"617324";"1";"NSW";"Application";"Application";"Pepper";"467500"
"25-06-2015";"Near Prime";"617333";"1";"NSW";"Application";"Application";"Pepper";"318750"
"25-06-2015";"Near Prime";"617338";"1";"NSW";"Application";"Application";"White";"540000"
"25-06-2015";"Near Prime";"617342";"1";"VIC";"Application";"Application";"Pepper";"432000"
"25-06-2015";"Near Prime";"617346";"1";"QLD";"Application";"Application";"White";"522000"
